satellite_id,plane,slot,samples,sunlit_samples,sunlit_ratio_pct
403,18,7,1441,923,64.0527411519778
404,18,8,1441,931,64.60791117279666
405,18,9,1441,938,65.09368494101318
406,18,10,1441,947,65.71825121443442
407,18,11,1441,956,66.34281748785565
408,18,12,1441,964,66.89798750867453
409,18,13,1441,975,67.66134628730049
410,18,14,1441,985,68.35530881332409
411,18,15,1441,988,68.56349757113117
412,18,16,1441,988,68.56349757113117
413,18,17,1441,988,68.56349757113117
414,18,18,1441,981,68.07772380291465
415,18,19,1441,972,67.45315752949341
416,18,20,1441,964,66.89798750867453
417,18,21,1441,954,66.20402498265094
418,19,0,1441,961,66.68979875086745
419,19,1,1441,952,66.06523247744622
420,19,2,1441,942,65.37126995142262
421,19,3,1441,938,65.09368494101318
422,19,4,1441,938,65.09368494101318
423,19,5,1441,937,65.02428868841082
424,19,6,1441,937,65.02428868841082
425,19,7,1441,938,65.09368494101318
426,19,8,1441,946,65.64885496183206
427,19,9,1441,955,66.2734212352533
428,19,10,1441,967,67.10617626648161
429,19,11,1441,975,67.66134628730049
430,19,12,1441,983,68.21651630811937
431,19,13,1441,992,68.84108258154059
432,19,14,1441,1000,69.39625260235947
433,19,15,1441,1001,69.46564885496183
434,19,16,1441,1000,69.39625260235947
435,19,17,1441,1000,69.39625260235947
436,19,18,1441,993,68.91047883414295
437,19,19,1441,985,68.35530881332409
438,19,20,1441,976,67.73074253990285
439,19,21,1441,969,67.24496877168633
440,20,0,1441,976,67.73074253990285
441,20,1,1441,967,67.10617626648161
442,20,2,1441,957,66.41221374045801
443,20,3,1441,957,66.41221374045801
444,20,4,1441,956,66.34281748785565
445,20,5,1441,956,66.34281748785565
446,20,6,1441,957,66.41221374045801
447,20,7,1441,960,66.6204024982651
448,20,8,1441,968,67.17557251908397
449,20,9,1441,977,67.80013879250521
450,20,10,1441,986,68.42470506592645
451,20,11,1441,994,68.97987508674531
452,20,12,1441,1002,69.53504510756419
453,20,13,1441,1011,70.15961138098542
454,20,14,1441,1016,70.50659264399722
455,20,15,1441,1016,70.50659264399722
